experiment_name,transfer_type,topology,inertia_strategy,init_strategy,seed,accuracy,fitness,num_features,runtime_seconds
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,58,0.725676402126212,0.7078230476278765,317,289.05347752571106
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,59,0.7223208306228233,0.7060887475605409,308,301.27946400642395
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,60,0.7194827201320437,0.7043915909759823,302,267.54001927375793
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,61,0.7153520892638228,0.7029597374802977,286,254.05654430389404
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,62,0.7179340665429554,0.7044263741743741,292,256.8916857242584
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,63,0.693159072177087,0.6841288792450927,278,208.6635525226593
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,64,0.696257711301242,0.6860605115996893,284,188.6758406162262
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,65,0.6895488326026278,0.6788796636280793,292,160.05729222297668
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,66,0.7269642606927291,0.7081249774805991,323,292.1216244697571
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,67,0.7223212302066168,0.7075176786145265,298,198.8418595790863
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,68,0.7166459415872428,0.6975527759999471,332,329.27927112579346
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,69,0.7264514614910442,0.7106634581990826,302,338.70035552978516
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,70,0.723870016990303,0.7049115867198441,326,321.0945496559143
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,71,0.7117401181595917,0.6974232492007754,302,281.114542722702
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,42,0.6867080582198914,0.671751538112188,324,238.22632384300232
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,43,0.6892880375800565,0.6722163766791938,337,265.8543565273285
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,44,0.700904338041496,0.6845281899516321,324,359.6924932003021
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,45,0.6998716803244407,0.6848845122919966,315,261.3743932247162
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,46,0.6993516886144725,0.6789879483244539,353,239.53730130195618
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,47,0.6887711093458387,0.6721797126969692,334,307.32517170906067
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,48,0.7073517557445499,0.6850451515986663,361,336.3928825855255
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,49,0.703483651428672,0.6834210005715191,348,318.1265766620636
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,50,0.7009050040144852,0.6818145036130367,343,314.6207814216614
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,51,0.7009034056793111,0.68281306511138,336,210.17469716072083
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,52,0.7014209998865182,0.6797074713264377,361,346.22394013404846
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,53,0.7001282131198809,0.6806868203793215,346,320.26061630249023
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,54,0.6923873426772007,0.6912914655523378,223,177.12212371826172
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,55,0.6797415811690544,0.6811959944807203,214,179.22720646858215
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,56,0.7099346653858674,0.6909411988472807,336,347.5010073184967
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,57,0.6985788935578034,0.6782924327734517,353,362.5708396434784
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,58,0.7027095244260245,0.6840100005548507,339,321.73353576660156
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,59,0.7096797309256012,0.687568900690184,358,255.22836709022522
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,60,0.6913540189871563,0.690504331374155,222,175.14833331108093
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,61,0.7140597020809791,0.6913680175871669,359,242.4394657611847
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,62,0.7107083928047213,0.6887804106671064,356,252.9089217185974
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,63,0.7009020737333327,0.6792404377885708,361,330.6284852027893
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,64,0.6944494614409631,0.6810045152968669,308,341.6948480606079
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,65,0.6952245208057954,0.6795592115823588,323,285.81169962882996
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,66,0.6745782925837781,0.676834749039686,212,179.5927243232727
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,67,0.7083854790183878,0.6879755025451204,347,256.78201699256897
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,68,0.7021917970242195,0.6844011887503689,333,232.65674114227295
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,69,0.7029679219458346,0.6830997011798225,347,416.9517240524292
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,70,0.7148388904783445,0.6942121442876529,344,350.6394090652466
EXP-P1_transfer_vshaped,vshaped,gbest,linear_decay,sparse,71,0.7052904361483745,0.6886185353906799,323,219.4737045764923
