experiment_name,transfer_type,topology,inertia_strategy,init_strategy,seed,accuracy,fitness,num_features,runtime_seconds
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,42,0.709675735087666,0.6934224472931851,317,177.86458134651184
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,43,0.7166426117222967,0.6998354934072099,316,288.76356649398804
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,44,0.6879983142891697,0.678484197145967,285,170.0057029724121
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,45,0.710965458378553,0.696297483969269,305,309.4914367198944
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,46,0.7179324682077814,0.702853507101289,303,299.18953943252563
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,47,0.7104495957011177,0.6949760647024346,311,214.31671333312988
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,48,0.7153539539881926,0.6986757014465161,316,270.25455117225647
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,49,0.7179356648781297,0.7024278126760309,306,280.18710374832153
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,50,0.7249026747073581,0.7065552643794795,321,328.1633298397064
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,51,0.7158700830548235,0.6965687890350554,334,312.4942514896393
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,52,0.7236122854434821,0.706393914041991,314,337.8449318408966
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,53,0.7166446096412644,0.7018372915342809,302,266.54040718078613
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,54,0.7065773623527067,0.6956339118317219,282,223.59178400039673
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,55,0.7259321357540651,0.7089103507500872,311,290.27168679237366
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,56,0.7073534872743217,0.6959038528326038,285,237.17281293869019
EXP-P1_transfer_sigmoid,sigmoid,gbest,linear_decay,sparse,57,0.7148356938079963,0.7024949815700539,286,162.0036175251007
