experiment_name,mutation_type,crossover_type,survivor_method,selection_method,seed,accuracy,fitness,num_features,runtime_seconds
EXP-C_survivor_generational,bitflip,uniform,generational,tournament,58,0.7326443443176254,0.7249513384572914,241,200.53250455856323
EXP-C_survivor_generational,bitflip,uniform,generational,tournament,59,0.7218062998913666,0.7173399556165156,226,189.81358170509338
EXP-C_survivor_generational,bitflip,uniform,generational,tournament,60,0.7468356959391098,0.739294983488056,230,219.21184968948364
EXP-C_survivor_generational,bitflip,uniform,generational,tournament,61,0.731610221459994,0.7221634850282803,254,231.92057824134827
EXP-C_survivor_generational,bitflip,uniform,generational,tournament,62,0.7233518900047045,0.716016701004234,245,195.58941316604614
EXP-C_survivor_generational,bitflip,uniform,generational,tournament,63,0.7223200314552363,0.7130880283097126,259,211.3111538887024
EXP-C_survivor_generational,bitflip,uniform,generational,tournament,64,0.7228344289920952,0.7192652718071714,219,197.6507203578949
EXP-C_survivor_generational,bitflip,uniform,generational,tournament,65,0.7285145126169914,0.7208059184981495,244,230.4018108844757
EXP-C_survivor_generational,bitflip,uniform,generational,tournament,66,0.7295487686692208,0.723879606088013,229,201.69743633270264
EXP-C_survivor_generational,bitflip,uniform,generational,tournament,67,0.7285154449791764,0.7220924719098302,235,212.98606872558594
EXP-C_survivor_generational,bitflip,uniform,generational,tournament,68,0.7125138455784454,0.7055481753063152,250,214.86474800109863
EXP-C_survivor_generational,bitflip,uniform,generational,tournament,69,0.725159607086592,0.7172150749493613,248,207.66477060317993
EXP-C_survivor_generational,bitflip,uniform,generational,tournament,70,0.7238693510173138,0.7164824159155824,245,206.48993015289307
EXP-C_survivor_generational,bitflip,uniform,generational,tournament,71,0.7246440107983525,0.7180367525756601,239,216.05131769180298
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,42,0.7112227903415802,0.7051005113074221,245,230.52398109436035
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,43,0.7145763639260013,0.7104044418191154,229,199.33091259002686
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,44,0.7205157774328925,0.7198927711181747,200,197.93743777275085
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,45,0.7148359601971919,0.7100666498917584,233,227.8813557624817
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,46,0.7145786282341646,0.7102636225536053,230,217.8151776790619
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,47,0.7143194315467676,0.7096017741063766,233,213.99011325836182
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,48,0.7212916359653119,0.7140196152259235,246,226.4100034236908
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,49,0.7205143122923163,0.7148914524916561,235,221.46422290802002
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,50,0.7303200985853135,0.7245738030124965,229,216.12788367271423
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,51,0.7205152446545011,0.7143208630461939,239,218.44296169281006
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,52,0.7272259880774852,0.7216462464125939,230,228.71809101104736
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,53,0.7264513282964464,0.7170919097525161,257,237.49647498130798
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,54,0.7251602730595812,0.7167871028964803,251,225.13087153434753
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,55,0.7279978507719693,0.7230552085519153,225,215.1096761226654
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,56,0.6983223607623632,0.6953472675432697,232,224.94132590293884
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,57,0.7107077268317321,0.7067798112914161,230,195.74811434745789
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,58,0.7365135141902861,0.7257193056284004,260,203.10780334472656
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,59,0.7223206974282255,0.7203743419711173,208,189.80034136772156
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,60,0.7269633283305442,0.7189812812117755,247,222.40287256240845
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,61,0.7199948533607394,0.7138525108818083,239,226.66233372688293
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,62,0.7274827872621211,0.7191630799644804,249,232.03486037254333
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,63,0.7138038352585281,0.7091377374469611,233,220.46520447731018
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,64,0.7295479695016338,0.7264503154086133,211,203.99464511871338
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,65,0.7254186705793912,0.7184482320928807,241,231.05589985847473
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,66,0.7261939963334192,0.7198603109857916,236,209.8680145740509
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,67,0.7205161770166861,0.7124645593150175,252,222.20175909996033
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,68,0.7024529916305843,0.6990648353246687,232,219.90324115753174
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,69,0.7215499002905241,0.7159663388329003,234,205.7271568775177
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,70,0.7187091259077878,0.7132667847455805,235,205.6521806716919
EXP-D_selection_tournament,bitflip,uniform,elitist,tournament,71,0.734709659751736,0.7242386937765624,259,221.9852113723755
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,42,0.6890328367305947,0.6882724102003924,223,198.6595163345337
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,43,0.6815454356076045,0.6822480349039869,218,201.796959400177
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,44,0.6854162038154392,0.686446012005324,213,158.64998197555542
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,45,0.702191397440426,0.6992579719820977,229,200.4302463531494
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,46,0.7091618703291984,0.7035313975819929,243,198.98430132865906
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,47,0.7140606344431639,0.7077974281417048,244,211.3401403427124
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,48,0.6792246529348365,0.68044504478421,216,186.16349720954895
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,49,0.702449928154834,0.6993477924822078,230,208.41028451919556
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,50,0.7011607376423383,0.696616092449533,241,201.83433651924133
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,51,0.7202553819941149,0.7110869866518462,260,199.68063926696777
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,52,0.7055452374140428,0.6988478565297814,253,229.43843579292297
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,53,0.702451526490008,0.6967778024124358,248,203.83755898475647
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,54,0.699870614767658,0.697740696148035,225,195.11608982086182
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,55,0.7256737382342552,0.7195349358394011,235,207.45180916786194
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,56,0.6952205249678601,0.6952699010425027,213,196.14509081840515
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,57,0.6941923958671314,0.6917731562804182,231,196.81290006637573
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,58,0.6885171072477574,0.685951110808696,236,202.98286867141724
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,59,0.7065782947148916,0.7043490366719739,221,204.33772897720337
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,60,0.730321430531292,0.7227178589067341,242,224.48246598243713
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,61,0.7006434098243269,0.6965790688418942,238,221.2885000705719
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,62,0.6843846116551666,0.6786604362039357,261,225.88675713539124
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,63,0.7223209638174211,0.7146602960071076,248,219.388099193573
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,64,0.7109655915731508,0.7064404609872643,234,231.4665491580963
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,65,0.7161266158502637,0.7109425256938088,235,214.25417256355286
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,66,0.724900277204597,0.7155531066269946,258,211.9783811569214
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,67,0.7194827201320437,0.7103915909759823,260,234.24212336540222
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,68,0.7073520221337455,0.705616819920371,217,226.8155369758606
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,69,0.6998716803244407,0.6995987980062823,212,206.99779534339905
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,70,0.7070944237815224,0.7019564099747988,241,208.659597158432
EXP-D_selection_roulette,bitflip,uniform,elitist,roulette,71,0.7171610050970909,0.7113020474445246,239,220.14591765403748
